,Username,Display_Name,Gender,notebook_url,code_location,labels,top_labels
1579,agarwalvishal00,Vishal Agarwal,male,https://www.kaggle.com/code/agarwalvishal00/credit-card-fraud-detection-with-99-83-accuracy,D:\learning\thesis\male\agarwalvishal00\credit-card-fraud-detection-with-99-83-accuracy.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
1580,mohimaakter,Mariam Akter,female,https://www.kaggle.com/code/mohimaakter/titanic-disaster-multiple-model,D:\learning\thesis\female\mohimaakter\titanic-disaster-multiple-model.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1581,mlwhiz,Rahul Agarwal,male,https://www.kaggle.com/code/mlwhiz/initializing-pytorch-layers-weight-with-kaiming,D:\learning\thesis\male\mlwhiz\initializing-pytorch-layers-weight-with-kaiming.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
1582,carlmcbrideellis,Carl McBride Ellis,male,https://www.kaggle.com/code/carlmcbrideellis/wordcloud-of-gold-medal-winning-notebook-titles,D:\learning\thesis\male\carlmcbrideellis\wordcloud-of-gold-medal-winning-notebook-titles.ipynb,['Meta Kaggle'],{'Meta Kaggle'}
1583,maryamsharifi,Maryam sharifi,female,https://www.kaggle.com/code/maryamsharifi/logisticregression-titanic,D:\learning\thesis\female\maryamsharifi\logisticregression-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1584,athews,Swetha,female,https://www.kaggle.com/code/athews/mnist-tf-mlp-vs-cnn-vs-transfer-learning,D:\learning\thesis\female\athews\mnist-tf-mlp-vs-cnn-vs-transfer-learning.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1585,slowlearnermack,Mukesh Bhandarkar,male,https://www.kaggle.com/code/slowlearnermack/30-days-of-kaggle-day-1st,D:\learning\thesis\male\slowlearnermack\30-days-of-kaggle-day-1st.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1586,swish9,Swayam Patil,male,https://www.kaggle.com/code/swish9/spaceship-titanic02,D:\learning\thesis\male\swish9\spaceship-titanic02.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
1587,aditimulye,Aditi Mulye,female,https://www.kaggle.com/code/aditimulye/stroke-prediction-visualization-prediction,D:\learning\thesis\female\aditimulye\stroke-prediction-visualization-prediction.ipynb,['Stroke Prediction Dataset'],{'Stroke Prediction Dataset'}
1588,virajbagal,Viraj Bagal,male,https://www.kaggle.com/code/virajbagal/ieee-complete-eda-of-all-features,D:\learning\thesis\male\virajbagal\ieee-complete-eda-of-all-features.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
1589,lykin22,Ishan Kotian,male,https://www.kaggle.com/code/lykin22/titanic-random-forest-classfier,D:\learning\thesis\male\lykin22\titanic-random-forest-classfier.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1590,ayushrathi47,Ayush Rathi,male,https://www.kaggle.com/code/ayushrathi47/titanic-survival-with-xgboost,D:\learning\thesis\male\ayushrathi47\titanic-survival-with-xgboost.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1591,nehaprabhavalkar,Neha Prabhavalkar,female,https://www.kaggle.com/code/nehaprabhavalkar/titanic-machine-learning-from-disaster,D:\learning\thesis\female\nehaprabhavalkar\titanic-machine-learning-from-disaster.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1592,arjunprasadsarkhel,Arjun Prasad Sarkhel,male,https://www.kaggle.com/code/arjunprasadsarkhel/titanic-using-logistic-regression,D:\learning\thesis\male\arjunprasadsarkhel\titanic-using-logistic-regression.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1593,rafiaaa,Rafia Islam,female,https://www.kaggle.com/code/rafiaaa/house-prices-advanced-regression,D:\learning\thesis\female\rafiaaa\house-prices-advanced-regression.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
1594,averma111,Ashish,male,https://www.kaggle.com/code/averma111/houseprice-ridge-lasso-and-randomforest,D:\learning\thesis\male\averma111\houseprice-ridge-lasso-and-randomforest.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
1595,samuelcortinhas,Samuel Cortinhas,male,https://www.kaggle.com/code/samuelcortinhas/pt3-neural-networks-with-pytorch,D:\learning\thesis\male\samuelcortinhas\pt3-neural-networks-with-pytorch.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1596,akashdusane,Akash Dusane,male,https://www.kaggle.com/code/akashdusane/mnist-a-basic-cnn-model-99,D:\learning\thesis\male\akashdusane\mnist-a-basic-cnn-model-99.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1597,alincijov,Alin Cijov,male,https://www.kaggle.com/code/alincijov/iris-pytorch-nn-tree,D:\learning\thesis\male\alincijov\iris-pytorch-nn-tree.ipynb,['Iris Species'],{'Iris Species'}
1598,kavehshahhosseini,Kaveh Shahhosseini,male,https://www.kaggle.com/code/kavehshahhosseini/tps-nov-2021-multi-input-neural-network,D:\learning\thesis\male\kavehshahhosseini\tps-nov-2021-multi-input-neural-network.ipynb,['Tabular Playground Series - Nov 2021'],{'Tabular Playground Series - Nov 2021'}
1599,venkatapadavala,Venkata Nageswararao Padavala,male,https://www.kaggle.com/code/venkatapadavala/house-prices-advanced-regression-practice,D:\learning\thesis\male\venkatapadavala\house-prices-advanced-regression-practice.ipynb,"['Ames Housing Dataset', 'House Prices - Advanced Regression Techniques']",{'House Prices - Advanced Regression Techniques'}
1600,fluffyhamster,Stacy,female,https://www.kaggle.com/code/fluffyhamster/house-prices-regression,D:\learning\thesis\female\fluffyhamster\house-prices-regression.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
1601,sisharaneranjana,Ishara Neranjana,female,https://www.kaggle.com/code/sisharaneranjana/digit-recognition-with-cnn-kerastuner,D:\learning\thesis\female\sisharaneranjana\digit-recognition-with-cnn-kerastuner.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1602,harshsdw,Harsh Agrawal,male,https://www.kaggle.com/code/harshsdw/interactive-training-of-random-forest-top-8,D:\learning\thesis\male\harshsdw\interactive-training-of-random-forest-top-8.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1603,dianalaveena,Diana Laveena DSouza,female,https://www.kaggle.com/code/dianalaveena/digit-recognizer-pytorch-cnn,D:\learning\thesis\female\dianalaveena\digit-recognizer-pytorch-cnn.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1604,aishasana,aysha sana,female,https://www.kaggle.com/code/aishasana/digit-recognizer,D:\learning\thesis\female\aishasana\digit-recognizer.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1605,dilip990,Dilip Kumar,male,https://www.kaggle.com/code/dilip990/titanic-problem,D:\learning\thesis\male\dilip990\titanic-problem.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1606,lailaelmahmoudi123,Laila El Mahmoudi,female,https://www.kaggle.com/code/lailaelmahmoudi123/titanic-survival-prediction-with-random-forest,D:\learning\thesis\female\lailaelmahmoudi123\titanic-survival-prediction-with-random-forest.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1607,cdeotte,Chris Deotte,male,https://www.kaggle.com/code/cdeotte/probe-alpha-type-of-class-1-in-public-private,D:\learning\thesis\male\cdeotte\probe-alpha-type-of-class-1-in-public-private.ipynb,['ICR - Identifying Age-Related Conditions'],{'ICR - Identifying Age-Related Conditions'}
1608,bcruise,Bill Cruise,male,https://www.kaggle.com/code/bcruise/titanic-gradient-boost,D:\learning\thesis\male\bcruise\titanic-gradient-boost.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1609,dianalaveena,Diana Laveena DSouza,female,https://www.kaggle.com/code/dianalaveena/spaceship-titanic-competition-80-89-accuracy,D:\learning\thesis\female\dianalaveena\spaceship-titanic-competition-80-89-accuracy.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
1610,ajisamudra,Aji Samudra,female,https://www.kaggle.com/code/ajisamudra/cnn-on-mnist-dataset,D:\learning\thesis\female\ajisamudra\cnn-on-mnist-dataset.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1611,sevgisarac,Sevgi SY,female,https://www.kaggle.com/code/sevgisarac/machine-learning-with-titanic,D:\learning\thesis\female\sevgisarac\machine-learning-with-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1612,adityasharma01,Aditya Sharma,male,https://www.kaggle.com/code/adityasharma01/baddest-submission-by-myself-in-tps,D:\learning\thesis\male\adityasharma01\baddest-submission-by-myself-in-tps.ipynb,['Tabular Playground Series - Nov 2021'],{'Tabular Playground Series - Nov 2021'}
1613,aimack,Akash Dey,male,https://www.kaggle.com/code/aimack/how-to-handle-outliers,D:\learning\thesis\male\aimack\how-to-handle-outliers.ipynb,"['Water Quality', 'Titanic - Machine Learning from Disaster']",{'Titanic - Machine Learning from Disaster'}
1614,martinab,Martina Bohunicka,female,https://www.kaggle.com/code/martinab/breast-cancer-classification,D:\learning\thesis\female\martinab\breast-cancer-classification.ipynb,['Breast Cancer Wisconsin (Diagnostic) Data Set'],{'Breast Cancer Wisconsin (Diagnostic) Data Set'}
1615,pankajkumar2002,Pankaj kumar,male,https://www.kaggle.com/code/pankajkumar2002/spaceship-titanic-with-randomforest,D:\learning\thesis\male\pankajkumar2002\spaceship-titanic-with-randomforest.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
1616,barankutluay,Baran Kutluay,male,https://www.kaggle.com/code/barankutluay/titanic-eda,D:\learning\thesis\male\barankutluay\titanic-eda.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1617,rtatman,Rachael Tatman,female,https://www.kaggle.com/code/rtatman/brown-clustering-trial,D:\learning\thesis\female\rtatman\brown-clustering-trial.ipynb,"['Meta Kaggle', 'Brown clustering, yangyuan ']",{'Meta Kaggle'}
1618,ahmedgadoo,Ahmed Gado,male,https://www.kaggle.com/code/ahmedgadoo/titanic-classification-100-svc,D:\learning\thesis\male\ahmedgadoo\titanic-classification-100-svc.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1619,pragya1110,pragya,female,https://www.kaggle.com/code/pragya1110/digit-recoganizer-using-cnn-accuracy-99,D:\learning\thesis\female\pragya1110\digit-recoganizer-using-cnn-accuracy-99.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1620,marcovasquez,Marco Vasquez E,male,https://www.kaggle.com/code/marcovasquez/useful-html-for-jupyter-notebook,D:\learning\thesis\male\marcovasquez\useful-html-for-jupyter-notebook.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1621,mohamedelgebaly,Mohamed Elgebaly,male,https://www.kaggle.com/code/mohamedelgebaly/getting-started-with-nlp,D:\learning\thesis\male\mohamedelgebaly\getting-started-with-nlp.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
1622,yogeshrampariya,Yogesh Rampariya,male,https://www.kaggle.com/code/yogeshrampariya/gan-model-for-mnist-data-generation,D:\learning\thesis\male\yogeshrampariya\gan-model-for-mnist-data-generation.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1623,beatwad,Alex N.,male,https://www.kaggle.com/code/beatwad/lb-probe-example,D:\learning\thesis\male\beatwad\lb-probe-example.ipynb,"['pip-packages-icr', 'ICR - Identifying Age-Related Conditions', 'ICR : create folds']",{'ICR - Identifying Age-Related Conditions'}
1624,atharvadumbre,Atharva Dumbre,male,https://www.kaggle.com/code/atharvadumbre/mnist-cnn-99-val-acc,D:\learning\thesis\male\atharvadumbre\mnist-cnn-99-val-acc.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1625,tomwarrens,Tommaso Guerrini,male,https://www.kaggle.com/code/tomwarrens/stacking-xgboost-lgbm-on-gpu-optuna,D:\learning\thesis\male\tomwarrens\stacking-xgboost-lgbm-on-gpu-optuna.ipynb,['Jane Street Market Prediction'],{'Jane Street Market Prediction'}
1626,suyashkapil,Suyash Kapil,male,https://www.kaggle.com/code/suyashkapil/titanic-neural-network-prediction-and-eda,D:\learning\thesis\male\suyashkapil\titanic-neural-network-prediction-and-eda.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1627,rishidamarla,Rishi Damarla,male,https://www.kaggle.com/code/rishidamarla/classifying-iris-species,D:\learning\thesis\male\rishidamarla\classifying-iris-species.ipynb,['Iris Species'],{'Iris Species'}
1628,sisharaneranjana,Ishara Neranjana,female,https://www.kaggle.com/code/sisharaneranjana/model-fitting-with-quantile-transformation,D:\learning\thesis\female\sisharaneranjana\model-fitting-with-quantile-transformation.ipynb,['Tabular Playground Series - Nov 2021'],{'Tabular Playground Series - Nov 2021'}
1629,akinert,Ertuğrul Akın,male,https://www.kaggle.com/code/akinert/titanic-linear-regression-model,D:\learning\thesis\male\akinert\titanic-linear-regression-model.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1630,athirags,Athira G,female,https://www.kaggle.com/code/athirags/titanic-dataset-prediction,D:\learning\thesis\female\athirags\titanic-dataset-prediction.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1631,eslamfouad,Eslam Fouad,male,https://www.kaggle.com/code/eslamfouad/statistical-study-of-iris-dataset-3,D:\learning\thesis\male\eslamfouad\statistical-study-of-iris-dataset-3.ipynb,['Iris Species'],{'Iris Species'}
1632,darbin,Ilya Khristoforov,male,https://www.kaggle.com/code/darbin/kaggle-learn-ml-7-exercise-model-validation,D:\learning\thesis\male\darbin\kaggle-learn-ml-7-exercise-model-validation.ipynb,"['Melbourne Housing Snapshot', 'Housing Prices Competition for Kaggle Learn Users']",{'Housing Prices Competition for Kaggle Learn Users'}
1633,sonannguyenngoc,so NaN,female,https://www.kaggle.com/code/sonannguyenngoc/fraud-detection-using-a-neural-autoencoder,D:\learning\thesis\female\sonannguyenngoc\fraud-detection-using-a-neural-autoencoder.ipynb,"['Fraud Detection 150 ', 'IEEE-CIS Fraud Detection']",{'IEEE-CIS Fraud Detection'}
1634,chemaplana,Chema Plana,male,https://www.kaggle.com/code/chemaplana/the-accountant-mnist-classifier-2,D:\learning\thesis\male\chemaplana\the-accountant-mnist-classifier-2.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1635,tian43,jenny,female,https://www.kaggle.com/code/tian43/titanic-1st,D:\learning\thesis\female\tian43\titanic-1st.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1636,vidhyasankari,Vidhya,female,https://www.kaggle.com/code/vidhyasankari/exercise-introduction,D:\learning\thesis\female\vidhyasankari\exercise-introduction.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
1637,astashiro,Asako Tashiro,female,https://www.kaggle.com/code/astashiro/anomaly-detection-by-autoencoder-with-keras,D:\learning\thesis\female\astashiro\anomaly-detection-by-autoencoder-with-keras.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1638,aakashdeep,Aakash,male,https://www.kaggle.com/code/aakashdeep/citation-graph-filter-similarity-qa-geography,D:\learning\thesis\male\aakashdeep\citation-graph-filter-similarity-qa-geography.ipynb,"['BioBERT pretrained', 'task1_results', 'COVID-19 Open Research Dataset Challenge (CORD-19)']",{'COVID-19 Open Research Dataset Challenge (CORD-19)'}
1639,rogeriodelfim,Rogério Delfim,male,https://www.kaggle.com/code/rogeriodelfim/tps-nov-2021-03-tunning-nn-tensorflow,D:\learning\thesis\male\rogeriodelfim\tps-nov-2021-03-tunning-nn-tensorflow.ipynb,['Tabular Playground Series - Nov 2021'],{'Tabular Playground Series - Nov 2021'}
1640,minnieliang,Minnie Liang,female,https://www.kaggle.com/code/minnieliang/val-confusion-matrix,D:\learning\thesis\female\minnieliang\val-confusion-matrix.ipynb,"['melanoma', 'SIIM-ISIC Melanoma Classification']",{'SIIM-ISIC Melanoma Classification'}
1641,mt77pp,Piotr,male,https://www.kaggle.com/code/mt77pp/mljar-automl-digit-recognizer,D:\learning\thesis\male\mt77pp\mljar-automl-digit-recognizer.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1642,yash612,yash chaudhary,male,https://www.kaggle.com/code/yash612/depth-in-efficient-net,D:\learning\thesis\male\yash612\depth-in-efficient-net.ipynb,['SIIM-ISIC Melanoma Classification'],{'SIIM-ISIC Melanoma Classification'}
1643,docxian,Chris X,male,https://www.kaggle.com/code/docxian/cord-19-remdesivir-articles,D:\learning\thesis\male\docxian\cord-19-remdesivir-articles.ipynb,['COVID-19 Open Research Dataset Challenge (CORD-19)'],{'COVID-19 Open Research Dataset Challenge (CORD-19)'}
1644,anjusukumaran4,Anju Sukumaran,female,https://www.kaggle.com/code/anjusukumaran4/house-price-prediction,D:\learning\thesis\female\anjusukumaran4\house-price-prediction.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
1645,friskycodeur,Prateek Maheshwari,male,https://www.kaggle.com/code/friskycodeur/nlp-with-disaster-tweets-bert-explained,D:\learning\thesis\male\friskycodeur\nlp-with-disaster-tweets-bert-explained.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
1646,sakshamparashar,Saksham Parashar,male,https://www.kaggle.com/code/sakshamparashar/titanic-solution-eda-estimator-1,D:\learning\thesis\male\sakshamparashar\titanic-solution-eda-estimator-1.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1647,nivedithavudayagiri,Niveditha Vudayagiri,female,https://www.kaggle.com/code/nivedithavudayagiri/icr-submission,D:\learning\thesis\female\nivedithavudayagiri\icr-submission.ipynb,"['pip-packages-icr', 'ICR - Identifying Age-Related Conditions']",{'ICR - Identifying Age-Related Conditions'}
1648,artkulak,Artyom Kulakov,male,https://www.kaggle.com/code/artkulak/use-only-5-of-0-labels-get-negligible-lb-drop,D:\learning\thesis\male\artkulak\use-only-5-of-0-labels-get-negligible-lb-drop.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
1649,suneelpatel,Suneel Patel,male,https://www.kaggle.com/code/suneelpatel/learn-ml-from-scratch-with-iris-dataset,D:\learning\thesis\male\suneelpatel\learn-ml-from-scratch-with-iris-dataset.ipynb,['Iris Species'],{'Iris Species'}
1650,aleksandradeis,Aleksandra Deis,female,https://www.kaggle.com/code/aleksandradeis/lstm-for-kernel-title-generation-with-pytorch,D:\learning\thesis\female\aleksandradeis\lstm-for-kernel-title-generation-with-pytorch.ipynb,['Meta Kaggle'],{'Meta Kaggle'}
1651,asmaabdolahpoor,asma abdollah poor,female,https://www.kaggle.com/code/asmaabdolahpoor/titanic-survival-prediction,D:\learning\thesis\female\asmaabdolahpoor\titanic-survival-prediction.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1652,keerthanasingupuram,Keerthana Singupuram,female,https://www.kaggle.com/code/keerthanasingupuram/spaceship-titanic-competition,D:\learning\thesis\female\keerthanasingupuram\spaceship-titanic-competition.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
1653,hamditarek,Tarek Hamdi,male,https://www.kaggle.com/code/hamditarek/market-prediction-xgboost-with-gpu-fit-in-1min,D:\learning\thesis\male\hamditarek\market-prediction-xgboost-with-gpu-fit-in-1min.ipynb,['Jane Street Market Prediction'],{'Jane Street Market Prediction'}
1654,db102291,Danielle Boccelli,female,https://www.kaggle.com/code/db102291/titanic-competition-ensemble-learning,D:\learning\thesis\female\db102291\titanic-competition-ensemble-learning.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1655,riadalmadani,Riad,male,https://www.kaggle.com/code/riadalmadani/ensamble-model,D:\learning\thesis\male\riadalmadani\ensamble-model.ipynb,['Mechanisms of Action (MoA) Prediction'],{'Mechanisms of Action (MoA) Prediction'}
1656,davidcairuz,David Cairuz,male,https://www.kaggle.com/code/davidcairuz/data-1-2-the-power-of-feature-engineering,D:\learning\thesis\male\davidcairuz\data-1-2-the-power-of-feature-engineering.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
1657,milan400,milan,male,https://www.kaggle.com/code/milan400/eda-in-titanic-and-student-performance-dataset,D:\learning\thesis\male\milan400\eda-in-titanic-and-student-performance-dataset.ipynb,"['Students Performance in Exams', 'Titanic - Machine Learning from Disaster']",{'Titanic - Machine Learning from Disaster'}
1658,aditi81k,Aditi Kothiya,female,https://www.kaggle.com/code/aditi81k/credit-card-fraud-detection-using-pycaret,D:\learning\thesis\female\aditi81k\credit-card-fraud-detection-using-pycaret.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
1659,eslamfouad,Eslam Fouad,male,https://www.kaggle.com/code/eslamfouad/titanic-project,D:\learning\thesis\male\eslamfouad\titanic-project.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1660,alexandervc,Alexander Chervov,male,https://www.kaggle.com/code/alexandervc/moa-data-visualization-via-dimensional-reduct,D:\learning\thesis\male\alexandervc\moa-data-visualization-via-dimensional-reduct.ipynb,['Mechanisms of Action (MoA) Prediction'],{'Mechanisms of Action (MoA) Prediction'}
1661,marcogorelli,Marco Gorelli,male,https://www.kaggle.com/code/marcogorelli/cln-stacked-regressions-top-4-on-leaderboard,D:\learning\thesis\male\marcogorelli\cln-stacked-regressions-top-4-on-leaderboard.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
1662,maiashraf33,Mai Ashraf,female,https://www.kaggle.com/code/maiashraf33/exercise-missing-values,D:\learning\thesis\female\maiashraf33\exercise-missing-values.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
1663,edacebeci,Eda Cebeci,female,https://www.kaggle.com/code/edacebeci/titanic-space-competition,D:\learning\thesis\female\edacebeci\titanic-space-competition.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
1664,syerramilli,Suraj Yerramilli,male,https://www.kaggle.com/code/syerramilli/spaceship-titanic-flaml-automl,D:\learning\thesis\male\syerramilli\spaceship-titanic-flaml-automl.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
1665,trangmx,Mai Xuan Trang,female,https://www.kaggle.com/code/trangmx/start-ml-journey-with-titanic,D:\learning\thesis\female\trangmx\start-ml-journey-with-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1666,mustiztemiz,mustafa öztemiz,male,https://www.kaggle.com/code/mustiztemiz/convolutional-neural-networks-cnn,D:\learning\thesis\male\mustiztemiz\convolutional-neural-networks-cnn.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1667,tracyporter,Tracy Porter,female,https://www.kaggle.com/code/tracyporter/ames-statsmodels-update,D:\learning\thesis\female\tracyporter\ames-statsmodels-update.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
1668,skumar2007ctae,Sushil,male,https://www.kaggle.com/code/skumar2007ctae/titanic-ensembles,D:\learning\thesis\male\skumar2007ctae\titanic-ensembles.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1669,deadskull7,Rohit Verma,male,https://www.kaggle.com/code/deadskull7/99-40-keras-top-20,D:\learning\thesis\male\deadskull7\99-40-keras-top-20.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1670,parulrajwade,Parul Rajwade,female,https://www.kaggle.com/code/parulrajwade/housepriceprediction,D:\learning\thesis\female\parulrajwade\housepriceprediction.ipynb,"['House price prediction', 'House Prices - Advanced Regression Techniques']",{'House Prices - Advanced Regression Techniques'}
1671,ilosvigil,Sandy Khosasi,female,https://www.kaggle.com/code/ilosvigil/lgb-only-metadata-public-private-0-6524-0-7156,D:\learning\thesis\female\ilosvigil\lgb-only-metadata-public-private-0-6524-0-7156.ipynb,"['melanoma extended tabular data', 'SIIM-ISIC Melanoma Classification']",{'SIIM-ISIC Melanoma Classification'}
1672,odins0n,Sanskar Hasija,male,https://www.kaggle.com/code/odins0n/model-soups-with-tensorflow-tfds,D:\learning\thesis\male\odins0n\model-soups-with-tensorflow-tfds.ipynb,"['Top 20 Play Store App Reviews (Daily Update) ', 'Exhange Rates to USD from IMF.org (Updated Daily)', 'Titanic - Machine Learning from Disaster']",{'Titanic - Machine Learning from Disaster'}
1673,emineyetm,Emine Bozkuş,female,https://www.kaggle.com/code/emineyetm/exploring-the-iris-flower-dataset,D:\learning\thesis\female\emineyetm\exploring-the-iris-flower-dataset.ipynb,['Iris Species'],{'Iris Species'}
1674,kashnitsky,Yury Kashnitsky,male,https://www.kaggle.com/code/kashnitsky/chatgpt-baseline,D:\learning\thesis\male\kashnitsky\chatgpt-baseline.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1675,rohandx1996,rohan,male,https://www.kaggle.com/code/rohandx1996/v-auto-encoder-vs-frauds-on-imbalance-data-wins,D:\learning\thesis\male\rohandx1996\v-auto-encoder-vs-frauds-on-imbalance-data-wins.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
1676,ahmettalhabektas,Ahmet Talha Bektas,male,https://www.kaggle.com/code/ahmettalhabektas/may-i-take-a-filtering-data,D:\learning\thesis\male\ahmettalhabektas\may-i-take-a-filtering-data.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1677,asmaabdolahpoor,asma abdollah poor,female,https://www.kaggle.com/code/asmaabdolahpoor/tabular-playground-series-logistic-regression,D:\learning\thesis\female\asmaabdolahpoor\tabular-playground-series-logistic-regression.ipynb,['Tabular Playground Series - Nov 2021'],{'Tabular Playground Series - Nov 2021'}
1678,martinab,Martina Bohunicka,female,https://www.kaggle.com/code/martinab/digit-recognition,D:\learning\thesis\female\martinab\digit-recognition.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
1679,pragya1110,pragya,female,https://www.kaggle.com/code/pragya1110/house-price-advanced-price-regression,D:\learning\thesis\female\pragya1110\house-price-advanced-price-regression.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
1680,erkanhatipoglu,Erkan Hatipoğlu,male,https://www.kaggle.com/code/erkanhatipoglu/introduction-to-sklearn-pipelines-with-titanic,D:\learning\thesis\male\erkanhatipoglu\introduction-to-sklearn-pipelines-with-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1681,omerparlak,Omer Parlak,male,https://www.kaggle.com/code/omerparlak/2-correlation-analysis-and-feature-importance,D:\learning\thesis\male\omerparlak\2-correlation-analysis-and-feature-importance.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
1682,nidakapmaz,Nida Kapmaz,female,https://www.kaggle.com/code/nidakapmaz/titanic-exploratory-data-analysis,D:\learning\thesis\female\nidakapmaz\titanic-exploratory-data-analysis.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
1683,usamabalochhh,Usama Baloch,male,https://www.kaggle.com/code/usamabalochhh/comprehensive-guide-to-solve-tabular-problem,D:\learning\thesis\male\usamabalochhh\comprehensive-guide-to-solve-tabular-problem.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
